"","ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","DATE_NAISSANCE","CF_AGREE","POLE_ESPOIR","exp_avant_16","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_16","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_16","NB_CLUB_AVANT_16","TOP_50_AVANT_16","TOP_50_150_AVANT_16","top_restant_AVANT_16","exp_avant_17","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_17","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_17","NB_CLUB_AVANT_17","TOP_50_AVANT_17","TOP_50_150_AVANT_17","top_restant_AVANT_17","exp_avant_18","IN_NO_F2K","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_18","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_18","NB_CLUB_AVANT_18","TOP_50_AVANT_18","TOP_50_150_AVANT_18","top_restant_AVANT_18","exp_avant_19","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","exp_avant_20","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","exp_avant_21","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_21","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_21","NB_CLUB_AVANT_21","TOP_50_AVANT_21","TOP_50_150_AVANT_21","top_restant_AVANT_21","exp","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","NB_PALMARES_AVANT_16","NB_PALMARES_AVANT_17","NB_PALMARES_AVANT_18","NB_PALMARES_AVANT_19","NB_PALMARES_AVANT_20","NB_PALMARES_AVANT_21","NB_PALMARES","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION"
"973",4383,"Milieu",7,"France","1999-07-02T00:00:00.000Z","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,180,1,"0","1","0",0,0.00043,38.33,1,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00047,23.04,1,"0","1","0",0,0.00044,17.17,1,"0","1","0",0,0.00036,13.81,2,"0","1","1",1,0.00035,9.05,3,"0","1","1",1,0.00028,5.58,4,"0","1","1",1,1,1,1,1,1,1,1,0,0,0,0,0,NA,8,413,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974",4384,"Milieu",1,"France","2002-01-22T00:00:00.000Z","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0.00066,24.44,2,"1","1","0",0,0.00068,18.08,2,"1","1","0",0,2545081163,14.06,12.88,12.32,12.88,12.88,12.88,11.4,12.51,12.51,13.99,5e-04,13.33,2,"1","1","0",0,0.00035,10.86,2,"1","1","0",0,0.00032,8.86,2,"1","1","0",1,0.00027,7.7,3,"1","1","1",1,0.00027,7.7,3,"1","1","1",0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,386,4,NA,NA,NA,NA
"975",4392,"Defenseur",5,"France","1989-05-15T00:00:00.000Z","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,105,1,"0","0","0",1,2e-05,7.62,5,"1","1","1",0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,406,5
"976",4395,"Attaquant",5,"France","1991-05-28T00:00:00.000Z","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.01923,26,1,"1","0","0",0,0.00385,16.25,1,"1","0","0",0,0.00159,16.13,1,"1","0","0",1,0.00042,5.04,2,"1","0","1",0,1,1,2,2,4,5,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,218,3,1,10,319,2,7,12,695,4,5,11,586,6
"977",4397,"Gardien de But",12,"France","1986-12-26T00:00:00.000Z","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,5.74,3,"1","1","0",0,0,0,1,2,2,5,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,588,8
"978",4398,"Attaquant",3,"France","2005-03-24T00:00:00.000Z","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0.00056,12.25,1,"0","0","0",0,0.00049,9.31,1,"0","0","0",0,2546360556,11.33,11.33,11.33,11.33,NA,NA,NA,11.33,11.33,11.33,0.00038,7.81,1,"0","0","0",0,0.00038,7.81,1,"0","0","0",0,0.00038,7.81,1,"0","0","0",0,0.00038,7.81,1,"0","0","0",0,0.00038,7.81,1,"0","0","0",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,1,8,337,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979",4401,"Milieu",1,"Sénégal","1999-01-24T00:00:00.000Z","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00193,69.2,1,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,36.26,1,"0","1","0",0,3e-04,20.55,1,"0","1","0",0,0.00016,16.67,1,"0","1","0",0,0.00014,13.02,2,"1","1","0",1,8e-05,7.42,3,"1","1","0",0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,174,2,NA,6,339,3,NA,NA,NA,NA,NA,NA,NA,NA
"980",4410,"Defenseur",9,"France","1997-09-22T00:00:00.000Z","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM CASTELMAUROU",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00559,48.82,1,"0","1","0",0,0.00133,33.71,1,"0","1","0",0,0.00061,21.13,1,"0","1","0",0,0.00048,17.82,2,"1","1","0",1,0.00014,7.67,4,"1","1","1",0,0,0,0,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,2,4,248,3,NA,1,18,NA,NA,9,434,4,NA,8,555,6,NA,NA,NA,NA
"981",4414,"Milieu",1,"France","1995-01-28T00:00:00.000Z","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00321,62.4,1,"0","1","0",1,0.00026,7.72,4,"1","1","1",2,3,3,3,3,3,3,1,0,1,1,0,1,1,9,454,5,NA,NA,NA,NA,NA,5,216,2,NA,3,225,3,NA,NA,NA,NA,1,2,150,1
"982",4416,"Attaquant",2,"France","2002-02-08T00:00:00.000Z","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0.00019,24.75,3,"1","0","0",0,2e-04,16.85,3,"1","0","0",1,2545115283,18.52,18.52,18.52,18.52,18.52,18.52,NA,NA,NA,NA,0.00022,11.3,4,"1","0","0",1,2e-04,9.12,5,"1","0","1",1,0.00015,7.66,6,"1","0","1",1,0.00013,6.97,7,"1","0","1",1,0.00013,6.97,7,"1","0","1",0,2,2,2,2,2,2,0,1,1,0,1,0,NA,NA,NA,NA,1,7,290,3,1,9,257,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"983",4423,"Defenseur",2,"France","1999-02-22T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,1,"0","0","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"0","0","1",1,0.00076,31.79,3,"0","0","1",1,0.00034,22.2,3,"0","0","1",1,0.00022,15.55,4,"0","0","1",1,4e-05,10.32,5,"0","0","1",0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,7,630,7,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984",4425,"Defenseur",10,"France","1983-10-31T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,6e-05,5.55,4,"1","1","1",0,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985",4431,"Defenseur",9,"France","2001-09-19T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,43.58,1,"0","0","1",0,0,28.92,1,"0","0","1",0,2544460033,NA,11.11,11.78,11.11,11.11,11.11,11.78,11.11,11.11,10.22,6e-05,21.23,1,"0","0","1",1,5e-05,15.82,2,"0","0","1",1,5e-05,12.67,3,"0","0","1",1,5e-05,10.65,3,"0","0","1",1,4e-05,9.46,5,"1","0","1",1,1,1,1,1,1,1,1,1,1,1,0,0,NA,15,1120,13,NA,11,923,10,1,9,782,9,NA,7,446,5,NA,NA,NA,NA,NA,NA,NA,NA
"986",4432,"Milieu",3,"France","1999-03-08T00:00:00.000Z","CFM - ACADEMY AS MONACO FC","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,72.38,2,"0","1","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.36,2,"0","1","0",1,0.00012,21.08,3,"1","1","0",1,7e-05,16.65,3,"1","1","0",1,4e-05,13.15,4,"1","1","1",1,4e-05,8.98,4,"1","1","1",0,2,2,2,2,2,2,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,104,1,NA,5,174,1,NA,6,227,1,NA,4,149,1
"987",4438,"Attaquant",6,"France","1997-06-10T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00623,74.08,1,"0","1","0",0,0.00263,22.12,3,"1","1","1",0,0.00225,14.87,4,"1","1","1",1,0.00065,4.93,7,"1","1","1",1,1,1,1,1,1,1,1,1,1,0,1,0,7,11,451,5,NA,2,119,2,NA,3,82,1,NA,NA,NA,NA,4,5,324,3,NA,NA,NA,NA
"988",4441,"Defenseur",7,"France","1998-07-11T00:00:00.000Z","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,88.21,1,"0","0","0",0,0.00012,36.71,1,"0","0","0",0,5e-05,22.64,3,"0","0","0",0,6e-05,17.34,4,"1","0","0",0,4e-05,7.99,6,"1","1","0",0,0,0,0,0,0,0,1,1,1,1,0,0,NA,2,119,2,NA,4,260,3,NA,3,53,1,NA,6,400,5,NA,NA,NA,NA,NA,NA,NA,NA
"989",4443,"Attaquant",1,"France","1998-01-16T00:00:00.000Z","aucun","aucun",0,NA,0,1,"1","0","0",0,0.00261,23.92,1,"1","0","0",0,2543414017,NA,NA,NA,NA,20,20,NA,NA,NA,NA,0.00229,17.47,2,"1","1","0",1,0.00105,21.73,4,"1","1","0",1,0.00053,27.08,4,"1","1","0",1,0.00037,28.73,4,"1","1","0",1,0.00024,11.9,5,"1","1","1",0,2,3,3,6,6,6,0,1,1,1,0,1,NA,NA,NA,NA,2,12,824,10,4,9,624,7,2,13,721,7,NA,NA,NA,NA,17,14,936,12
"990",4444,"Attaquant",6,"France","2002-06-20T00:00:00.000Z","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0.00031,22.53,2,"0","0","1",0,0.00046,17.2,2,"0","0","1",0,2544630376,12.49,13.51,13.66,13.51,13.9,13.9,14.91,14.72,14.72,14.63,0.00038,13.09,2,"0","0","1",0,0.00048,10.51,2,"0","0","1",0,4e-04,7.96,3,"1","0","1",1,0.00034,6.8,4,"1","0","1",1,0.00034,6.8,4,"1","0","1",0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,321,5,NA,NA,0,NA
"991",4448,"Defenseur",1,"France","2007-01-17T00:00:00.000Z","aucun","aucun",0,5e-05,20.68,2,"1","0","0",0,5e-05,20.68,2,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,20.68,2,"1","0","0",0,5e-05,20.68,2,"1","0","0",0,5e-05,20.68,2,"1","0","0",0,5e-05,20.68,2,"1","0","0",0,5e-05,20.68,2,"1","0","0",0,0,0,0,0,0,0,1,1,1,-1,-1,-1,NA,4,225,3,1,11,743,8,NA,4,251,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",4449,"Milieu",5,"France","1997-05-28T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.00141,92.61,1,"1","0","0",0,0.00085,38.36,2,"1","0","0",0,0.00047,21.38,3,"1","0","0",1,0.00011,7.86,8,"1","0","1",2,2,2,3,3,3,3,1,1,1,1,1,0,1,12,885,10,NA,5,202,2,2,2,119,1,NA,19,1267,16,NA,9,429,6,NA,NA,NA,NA
"993",4455,"Defenseur",3,"France","2000-03-31T00:00:00.000Z","CFM - ACADEMY AS MONACO FC","aucun",0,0,38.21,1,"0","1","0",1,0,23.96,2,"0","1","0",1,2544228624,NA,13.54,13.54,13.54,NA,NA,13.54,13.54,13.54,NA,0.00016,17.62,2,"0","1","0",1,0.00011,15.06,3,"1","1","0",1,9e-05,12.62,3,"1","1","0",1,8e-05,10.59,4,"1","1","0",1,6e-05,8.23,6,"1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,459,5,NA,NA,NA,NA,NA,NA,NA,NA
"994",4467,"Gardien de But",11,"France","1998-11-04T00:00:00.000Z","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM NANCY",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.16,1,"0","0","0",0,0,18.59,2,"0","0","0",0,0,15.44,3,"0","0","1",0,0,11.97,4,"1","0","1",0,0,5,6,"1","0","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995",4476,"Milieu",3,"France","1992-03-25T00:00:00.000Z","CFM - ACADEMY AS MONACO FC","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,59.67,1,"0","1","0",1,0.00016,5.92,7,"1","1","1",0,0,0,1,1,1,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56,1,NA,5,312,4,NA,4,186,2
"996",4482,"Milieu",8,"France","1996-08-06T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,8e-05,14.62,1,"0","0","1",0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997",4492,"Attaquant",2,"Cote d'ivoire","1998-02-21T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0.0102,16.33,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,16.33,1,"1","0","0",0,0.0102,16.33,1,"1","0","0",0,0.0102,16.33,1,"1","0","0",0,0.0045,7.93,2,"1","0","1",1,0.00097,8.22,6,"1","1","1",0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,243,2,NA,NA,NA,NA
"998",4498,"Attaquant",7,"France","2002-07-22T00:00:00.000Z","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0.00061,16.73,2,"0","1","0",0,0.00057,13.15,2,"0","1","0",0,2546102795,NA,17.37,17.37,17.37,17.37,17.37,17.37,17.37,17.37,NA,0.00051,10.31,2,"0","1","0",0,5e-04,8.52,2,"0","1","0",0,0.00045,7.18,3,"1","1","0",0,0.00038,6.22,6,"1","1","0",0,0.00038,6.22,6,"1","1","0",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,2,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",4509,"Defenseur",8,"France","1996-08-19T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,85.95,1,"0","0","0",0,0,43.41,2,"0","0","0",0,0,26.86,2,"0","0","0",1,3e-05,9.56,5,"1","1","0",0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,501,5
"1000",4512,"Defenseur",1,"France","2000-01-21T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,41.1,1,"0","0","1",0,0,25.39,1,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.97,1,"0","0","1",0,0,15.2,2,"1","0","1",0,0,12.71,3,"1","0","1",0,3e-05,11.21,4,"1","0","1",0,3e-05,9.79,5,"1","0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,194,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001",4513,"Milieu",6,"France","1998-06-24T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00133,77.62,1,"0","0","1",0,0.00147,36.27,1,"0","0","1",0,0.00091,25.25,2,"0","0","1",0,0.00069,18.35,3,"0","0","1",1,0.00037,8.14,5,"0","0","1",1,1,1,1,1,1,1,1,0,0,0,0,0,NA,2,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002",4516,"Milieu",4,"France","2005-04-18T00:00:00.000Z","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,18.42,1,"0","0","1",0,0,15.03,1,"0","0","1",0,2546237480,13.89,13.89,13.89,13.89,13.89,13.89,NA,NA,NA,NA,3e-05,12.51,1,"0","0","1",0,3e-05,12.51,1,"0","0","1",0,3e-05,12.51,1,"0","0","1",0,3e-05,12.51,1,"0","0","1",0,3e-05,12.51,1,"0","0","1",0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003",4517,"Attaquant",2,"République Centrafricaine","2000-02-26T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0.00157,38.3,1,"1","0","0",0,0.00121,22.07,1,"1","0","0",0,2544908856,NA,10.44,10.44,10.44,NA,NA,10.44,10.44,10.44,NA,0.00108,16.35,1,"1","0","0",0,0.00087,12.13,1,"1","0","0",0,0.00074,10.1,2,"1","0","1",0,0.00065,8.55,4,"1","0","1",0,0.00058,7.62,5,"1","0","1",0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,87,1,NA,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004",4521,"Milieu",6,"France","2005-06-03T00:00:00.000Z","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0.00026,14.84,1,"1","0","0",0,0.00027,10.28,1,"1","0","0",0,2546311969,9.93,9.93,9.93,9.93,NA,NA,NA,NA,NA,9.93,0.00024,8.33,1,"1","0","0",0,0.00024,8.33,1,"1","0","0",0,0.00024,8.33,1,"1","0","0",0,0.00024,8.33,1,"1","0","0",0,0.00024,8.33,1,"1","0","0",0,0,0,0,0,0,0,0,1,1,1,-1,1,NA,NA,NA,NA,7,17,1129,14,NA,NA,0,NA,3,12,716,10,NA,NA,NA,NA,NA,1,19,NA
"1005",4526,"Milieu",11,"France","2000-11-21T00:00:00.000Z","aucun","aucun",0,0,52.47,1,"1","0","0",0,0.00039,30.09,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,21.07,2,"1","0","0",0,0.00028,16.15,3,"1","1","0",0,0.00019,12.99,4,"1","1","0",0,0.00015,9.01,4,"1","1","0",1,0.00019,7,5,"1","1","0",0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,199,3,NA,1,63,NA
"1006",4532,"Gardien de But",2,"France","1998-02-21T00:00:00.000Z","aucun","PEM - PEM CLAIREFONTAINE",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,120,1,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41.54,2,"1","0","0",0,0,29.23,3,"1","0","0",0,0,22.08,3,"1","0","0",0,0,18,4,"1","0","0",0,0,10.1,5,"1","0","1",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007",4546,"Attaquant",7,"France","1999-07-20T00:00:00.000Z","aucun","aucun",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",0,NA,NA,NA,"inconnu","inconnu","inconnu",1,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,67,1,NA,1,80,1,NA,NA,NA,NA
"1008",4547,"Attaquant",4,"France","2002-04-22T00:00:00.000Z","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,8e-05,23.41,2,"0","0","1",0,0.00024,18.27,2,"0","0","1",0,2545549876,13.41,14.26,14.69,14.26,14.28,14.28,15.1,14.43,14.43,13.48,0.00018,14.75,2,"0","0","1",0,3e-04,12.41,2,"0","0","1",0,3e-04,9.11,2,"0","0","1",0,0.00027,7.93,3,"0","0","1",0,0.00027,7.93,3,"0","0","1",0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,182,3,NA,NA,NA,NA,NA,1,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
